file_name,title,url
2010-08-21_v45-001.pdf,"The Observer, Vol 45, No. 001 -- 2010/08/21",2016-02-23_v50_097.pdf
2010-08-25_v45-002.pdf,"The Observer, Vol 45, No. 002 -- 2010/08/25",2012-04-11_v45-119.pdf
2010-08-26_v45-003.pdf,"The Observer, Vol 45, No. 003 -- 2010/08/26",2011-01-20_v45-069.pdf
2010-08-27_v45-004.pdf,"The Observer, Vol 45, No. 004 -- 2010/08/27",2012-10-23_v46-039.pdf
2010-08-30_v45-005.pdf,"The Observer, Vol 45, No. 005 -- 2010/08/30",2012-09-28_v46-029.pdf
2010-08-31_v45-006.pdf,"The Observer, Vol 45, No. 006 -- 2010/08/31",2012-11-27_v46-060.pdf
2010-09-01_v45-007.pdf,"The Observer, Vol 45, No. 007 -- 2010/09/01",2014-01-22_v47-072.pdf
2010-09-02_v45-008.pdf,"The Observer, Vol 45, No. 008 -- 2010/09/02",2010-12-07_v45-065.pdf
2010-09-03_v45-009.pdf,"The Observer, Vol 45, No. 009 -- 2010/09/03",2013-03-06_v46-104.pdf
2010-09-06_v45-010.pdf,"The Observer, Vol 45, No. 010 -- 2010/09/06",2013-10-01_v47-026.pdf
2010-09-07_v45-011.pdf,"The Observer, Vol 45, No. 011 -- 2010/09/07",2012-09-24_v46-025.pdf
2010-09-08_v45-012.pdf,"The Observer, Vol 45, No. 012 -- 2010/09/08",2016-02-17_v50_093.pdf
2010-09-09_v45-013.pdf,"The Observer, Vol 45, No. 013 -- 2010/09/09",2013-10-02_v47-027.pdf
2010-09-10_v45-014.pdf,"The Observer, Vol 45, No. 014 -- 2010/09/10",2012-03-23_v45_Irish-Insider.pdf
2010-09-13_v45-015.pdf,"The Observer, Vol 45, No. 015 -- 2010/09/13",2015-02-16_v48_089.pdf
2010-09-14_v45-016.pdf,"The Observer, Vol 45, No. 016 -- 2010/09/14",2010-09-07_v45-011.pdf
2010-09-15_v45-017.pdf,"The Observer, Vol 45, No. 017 -- 2010/09/15",2010-09-06_v45-010.pdf
2010-09-16_v45-018.pdf,"The Observer, Vol 45, No. 018 -- 2010/09/16",2011-10-21_v45_Irish-Insider.pdf
2010-09-17_v45-019.pdf,"The Observer, Vol 45, No. 019 -- 2010/09/17",2011-12-06_v45-065.pdf
2010-09-20_v45-020.pdf,"The Observer, Vol 45, No. 020 -- 2010/09/20",2013-10-04_v47-029.pdf
2010-09-21_v45-021.pdf,"The Observer, Vol 45, No. 021 -- 2010/09/21",2015-11-03_v49_045.pdf
2010-09-22_v45-022.pdf,"The Observer, Vol 45, No. 022 -- 2010/09/22",2016-03-03_v50_104.pdf
2010-09-23_v45-023.pdf,"The Observer, Vol 45, No. 023 -- 2010/09/23",2011-01-21_v45-070.pdf
2010-09-24_v45-024.pdf,"The Observer, Vol 45, No. 024 -- 2010/09/24",2013-08-28_v47-002.pdf
2010-09-27_v45-025.pdf,"The Observer, Vol 45, No. 025 -- 2010/09/27",2011-10-25_v45-039.pdf
2010-09-28_v45-026.pdf,"The Observer, Vol 45, No. 026 -- 2010/09/28",2011-10-28_v45-042.pdf
2010-09-29_v45-027.pdf,"The Observer, Vol 45, No. 027 -- 2010/09/29",2013-04-11_v46-119.pdf
2010-09-30_v45-028.pdf,"The Observer, Vol 45, No. 028 -- 2010/09/30",2014-04-25_v47-128.pdf
2010-10-01_v45-029.pdf,"The Observer, Vol 45, No. 029 -- 2010/10/01",2015-09-15_v49_017.pdf
2010-10-04_v45-030.pdf,"The Observer, Vol 45, No. 030 -- 2010/10/04",2016-03-18_v50_108.pdf
2010-10-05_v45-031.pdf,"The Observer, Vol 45, No. 031 -- 2010/10/05",2016-04-11_v50_120.pdf
2010-10-06_v45-032.pdf,"The Observer, Vol 45, No. 032 -- 2010/10/06",2012-09-27_v46-028.pdf
2010-10-07_v45-033.pdf,"The Observer, Vol 45, No. 033 -- 2010/10/07",2010-12-02_v45-062.pdf
2010-10-08_v45-034.pdf,"The Observer, Vol 45, No. 034 -- 2010/10/08",2014-02-25_v47-096.pdf
2010-10-11_v45-035.pdf,"The Observer, Vol 45, No. 035 -- 2010/10/11",2016-01-19_v50_072.pdf
2010-10-12_v45-036.pdf,"The Observer, Vol 45, No. 036 -- 2010/10/12",2016-01-22_v50_075.pdf
2010-10-13_v45-037.pdf,"The Observer, Vol 45, No. 037 -- 2010/10/13",2011-04-07_v45-117.pdf
